trip_id,driver_id,customer_id,pickup_datetime,dropoff_datetime,pickup_location_id,dropoff_location_id,city,distance_km,duration_minutes,vehicle_type,fare_amount,tip_amount,surge_multiplier,payment_type,status,hour_of_day,day_of_week,month_name,month_num,year,is_weekend,time_of_day
T004977,D0034,C01269,2023-12-15 13:02:42,2023-12-15 13:50:54,L023,L020,Houston,23.94,48.2,XL,46.59,0,1.0,Cash,Completed,13,Friday,December,12,2023,No,Afternoon
T004978,D0133,C01678,2023-03-13 20:16:35,2023-03-13 20:33:41,L010,L012,Los Angeles,7.86,17.1,Economy,11.93,0,1.0,Card,Completed,20,Monday,March,3,2023,No,Evening
T004979,D0390,C02334,2023-12-02 21:10:04,2023-12-02 21:29:58,L028,L030,Phoenix,9.87,19.9,Premium,29.67,4.11,1.0,Corporate,Completed,21,Saturday,December,12,2023,Yes,Night
T004980,D0241,C02548,2024-04-12 17:37:09,2024-04-12 18:21:27,L010,L008,Los Angeles,14.85,44.3,XL,45.34,0,1.5,Card,Completed,17,Friday,April,4,2024,No,Evening
T004981,D0285,C00574,2024-02-01 07:24:26,2024-02-01 08:25:08,L024,L025,Houston,20.2,60.7,XL,39.86,6.72,1.0,Card,Completed,7,Thursday,February,2,2024,No,Morning
T004982,D0089,C02669,2024-06-14 21:45:19,2024-06-14 22:00:19,L024,L025,Houston,7.29,15.0,Premium,23.23,2.34,1.0,Card,Completed,21,Friday,June,6,2024,No,Night
T004983,D0374,C02901,2023-05-25 09:06:00,2023-05-25 09:30:06,L012,L013,Los Angeles,8.3,24.1,Economy,18.69,0,1.5,Cash,Completed,9,Thursday,May,5,2023,No,Morning
T004984,D0077,C00985,2023-02-18 13:22:54,2023-02-18 13:24:54,L003,L006,New York,1.71,2,Bike,2.03,0,1.0,Card,Completed,13,Saturday,February,2,2023,Yes,Afternoon
T004985,D0373,C01209,2024-10-07 12:19:17,2024-10-07 12:36:47,L020,L023,Houston,9.6,17.5,Premium,29.0,0,1.0,Cash,Completed,12,Monday,October,10,2024,No,Afternoon
T004986,D0464,C02708,2024-11-14 17:05:16,2024-11-14 17:15:34,L010,L009,Los Angeles,4.61,10.3,Economy,8.03,0,1.0,Wallet,Completed,17,Thursday,November,11,2024,No,Evening
T004987,D0135,C01873,2023-12-16 08:12:59,2023-12-16 08:39:11,L031,L028,Phoenix,9.15,26.2,Economy,24.26,2.59,1.8,Wallet,Completed,8,Saturday,December,12,2023,Yes,Morning
T004988,D0172,C02181,2024-07-26 21:31:48,2024-07-26 22:03:36,L025,L020,Houston,14.73,31.8,Economy,20.18,3.9,1.0,Card,Completed,21,Friday,July,7,2024,No,Night
T004989,D0170,C01052,2024-11-26 22:24:20,2024-11-26 23:06:26,L010,L008,Los Angeles,0,0,SUV,0,0,0,Card,Cancelled,22,Tuesday,November,11,2024,No,Night
T004990,D0455,C01139,2023-04-19 14:23:14,2023-04-19 14:25:14,L007,L003,New York,0.5,2,Bike,1.3,0,1.0,Card,Completed,14,Wednesday,April,4,2023,No,Afternoon
T004991,D0450,C00119,2023-03-05 18:54:18,2023-03-05 19:47:12,L025,L022,Houston,18.15,52.9,XL,36.17,8.4,1.0,Corporate,Completed,18,Sunday,March,3,2023,Yes,Evening
T004992,D0287,C00355,2023-10-16 17:48:26,2023-10-16 18:15:56,L014,L018,Chicago,8.7,27.5,Premium,26.75,3.16,1.0,Card,Completed,17,Monday,October,10,2023,No,Evening
T004993,D0292,C00316,2023-06-17 08:55:14,2023-06-17 09:46:44,L002,L007,New York,16.83,51.5,SUV,75.32,0,2.0,Card,Completed,8,Saturday,June,6,2023,Yes,Morning
T004994,D0249,C02305,2023-02-08 13:53:50,2023-02-08 14:12:56,L002,L006,New York,10.31,19.1,Economy,14.87,0,1.0,Card,Completed,13,Wednesday,February,2,2023,No,Afternoon
T004995,D0391,C01876,2023-07-17 13:24:36,2023-07-17 13:50:00,L027,L029,Phoenix,13.28,25.4,Premium,38.2,2.93,1.0,Card,Completed,13,Monday,July,7,2023,No,Afternoon
T004996,D0393,C00475,2023-03-02 16:25:13,2023-03-02 16:54:07,L022,L025,Houston,13.14,28.9,Premium,37.85,9.31,1.0,Card,Completed,16,Thursday,March,3,2023,No,Afternoon
T004997,D0142,C02300,2023-06-28 20:00:10,2023-06-28 20:35:04,L012,L011,Los Angeles,17.38,34.9,Premium,48.45,0,1.0,Card,Completed,20,Wednesday,June,6,2023,No,Evening
T004998,D0243,C01301,2024-03-27 17:27:23,2024-03-27 18:06:29,L031,L030,Phoenix,13.16,39.1,Premium,45.48,7.65,1.2,Wallet,Completed,17,Wednesday,March,3,2024,No,Evening
T004999,D0420,C02250,2024-03-06 17:49:56,2024-03-06 18:39:38,L006,L002,New York,0,0,SUV,0,0,0,Cash,Cancelled,17,Wednesday,March,3,2024,No,Evening
T005000,D0130,C02983,2023-11-30 19:12:38,2023-11-30 19:30:08,L023,L022,Houston,6.36,17.5,Economy,12.16,0,1.2,Cash,Completed,19,Thursday,November,11,2023,No,Evening
T005001,D0125,C00130,2024-04-05 21:20:24,2024-04-05 21:22:24,L016,L017,Chicago,0.5,2,Economy,3.1,0.35,1.0,Card,Completed,21,Friday,April,4,2024,No,Night
T005002,D0184,C01561,2023-12-16 04:44:57,2023-12-16 04:58:33,L024,L025,Houston,6.54,13.6,Economy,10.35,0,1.0,Cash,Completed,4,Saturday,December,12,2023,Yes,Night
T005003,D0243,C02232,2023-08-25 17:42:19,2023-08-25 18:46:31,L028,L026,Phoenix,20.49,64.2,Premium,56.22,9.46,1.0,Wallet,Completed,17,Friday,August,8,2023,No,Evening
T005004,D0308,C01554,2023-01-15 11:22:26,2023-01-15 11:39:32,L025,L024,Houston,9.16,17.1,Economy,13.49,0,1.0,Cash,Completed,11,Sunday,January,1,2023,Yes,Morning
T005005,D0005,C00883,2023-02-01 15:32:46,2023-02-01 15:44:22,L014,L019,Chicago,6.34,11.6,Economy,10.11,2.5,1.0,Wallet,Completed,15,Wednesday,February,2,2023,No,Afternoon
T005006,D0186,C02977,2023-07-18 08:05:09,2023-07-18 08:44:15,L001,L005,New York,13.29,39.1,Economy,18.45,1.7,1.0,Corporate,Completed,8,Tuesday,July,7,2023,No,Morning
T005007,D0314,C01898,2023-08-12 20:50:13,2023-08-12 21:18:37,L014,L015,Chicago,13.59,28.4,SUV,31.18,0,1.0,Cash,Completed,20,Saturday,August,8,2023,Yes,Evening
T005008,D0358,C01188,2024-03-18 17:03:17,2024-03-18 17:37:23,L024,L020,Houston,10.6,34.1,Economy,27.4,4.56,1.8,Card,Completed,17,Monday,March,3,2024,No,Evening
T005009,D0257,C01677,2023-12-11 10:52:34,2023-12-11 10:59:04,L018,L019,Chicago,1.18,6.5,Bike,1.71,0,1.0,Card,Completed,10,Monday,December,12,2023,No,Morning
T005010,D0362,C01053,2023-05-23 15:59:39,2023-05-23 16:18:09,L030,L031,Phoenix,9.16,18.5,Economy,13.49,1.1,1.0,Card,Completed,15,Tuesday,May,5,2023,No,Afternoon
T005011,D0325,C01868,2024-03-13 20:03:48,2024-03-13 20:40:12,L016,L015,Chicago,18.2,36.4,SUV,40.4,0,1.0,Card,Completed,20,Wednesday,March,3,2024,No,Evening
T005012,D0153,C01161,2023-11-29 16:27:09,2023-11-29 17:03:51,L001,L006,New York,19.35,36.7,XL,38.33,2.32,1.0,Card,Completed,16,Wednesday,November,11,2023,No,Afternoon
T005013,D0148,C01537,2023-09-28 19:27:13,2023-09-28 19:53:19,L019,L015,Chicago,8.54,26.1,Premium,31.62,6.95,1.2,Card,Completed,19,Thursday,September,9,2023,No,Evening
T005014,D0402,C01104,2023-07-31 07:08:08,2023-07-31 07:25:26,L031,L030,Phoenix,5.07,17.3,Economy,10.3,2.27,1.2,Wallet,Completed,7,Monday,July,7,2023,No,Morning
T005015,D0377,C01966,2023-09-03 22:59:47,2023-09-03 23:24:41,L028,L030,Phoenix,13.58,24.9,Premium,38.95,6.57,1.0,Card,Completed,22,Sunday,September,9,2023,Yes,Night
T005016,D0213,C00714,2024-01-25 17:59:49,2024-01-25 18:27:19,L010,L009,Los Angeles,8.42,27.5,Economy,18.91,4.61,1.5,Card,Completed,17,Thursday,January,1,2024,No,Evening
T005017,D0134,C01352,2024-07-09 17:24:30,2024-07-09 17:59:12,L023,L024,Houston,0,0,Premium,0,0,0,Card,Cancelled,17,Tuesday,July,7,2024,No,Evening
T005018,D0259,C01613,2024-10-30 13:31:49,2024-10-30 13:46:01,L029,L028,Phoenix,7.61,14.2,Economy,11.63,2.65,1.0,Card,Completed,13,Wednesday,October,10,2024,No,Afternoon
T005019,D0074,C01399,2024-09-11 14:39:17,2024-09-11 14:47:41,L026,L028,Phoenix,0,0,Economy,0,0,0,Card,Cancelled,14,Wednesday,September,9,2024,No,Afternoon
T005020,D0123,C00389,2023-07-05 14:48:09,2023-07-05 15:00:15,L024,L022,Houston,5.64,12.1,Economy,9.27,0,1.0,Card,Completed,14,Wednesday,July,7,2023,No,Afternoon
T005021,D0347,C02370,2023-04-19 20:58:42,2023-04-19 21:33:00,L025,L020,Houston,16.6,34.3,SUV,37.2,0,1.0,Cash,Completed,20,Wednesday,April,4,2023,No,Evening
T005022,D0372,C02507,2024-12-22 23:25:36,2024-12-22 23:50:48,L003,L004,New York,10.59,25.2,Premium,31.48,4.34,1.0,Card,Completed,23,Sunday,December,12,2024,Yes,Night
T005023,D0359,C01908,2023-08-11 19:10:33,2023-08-11 19:20:21,L021,L024,Houston,4.58,9.8,Economy,14.39,0,1.8,Wallet,Completed,19,Friday,August,8,2023,No,Evening
T005024,D0277,C02371,2024-08-10 17:59:32,2024-08-10 18:47:26,L011,L012,Los Angeles,16.16,47.9,SUV,54.48,0,1.5,Cash,Completed,17,Saturday,August,8,2024,Yes,Evening
T005025,D0472,C00122,2024-02-12 12:53:21,2024-02-12 12:56:51,L006,L001,New York,2.68,3.5,Economy,5.72,0,1.0,Card,Completed,12,Monday,February,2,2024,No,Afternoon
T005026,D0389,C00808,2024-04-02 08:29:11,2024-04-02 09:03:29,L012,L011,Los Angeles,11.64,34.3,Economy,24.7,4.56,1.5,Card,Completed,8,Tuesday,April,4,2024,No,Morning
T005027,D0002,C02613,2023-06-02 03:01:16,2023-06-02 03:17:04,L030,L031,Phoenix,7.5,15.8,Economy,11.5,0,1.0,Cash,Completed,3,Friday,June,6,2023,No,Night
T005028,D0444,C01697,2024-07-27 22:05:34,2024-07-27 22:39:04,L007,L001,New York,16.28,33.5,XL,32.8,0,1.0,Corporate,Completed,22,Saturday,July,7,2024,Yes,Night
T005029,D0009,C02891,2023-12-11 08:22:01,2023-12-11 08:43:49,L001,L002,New York,6.95,21.8,Economy,13.01,1.02,1.2,Card,Completed,8,Monday,December,12,2023,No,Morning
T005030,D0425,C02880,2023-06-19 18:44:26,2023-06-19 19:00:32,L018,L016,Chicago,5.49,16.1,Economy,10.91,1.56,1.2,Card,Completed,18,Monday,June,6,2023,No,Evening
T005031,D0202,C01585,2024-01-05 17:43:40,2024-01-05 18:03:16,L005,L006,New York,7.31,19.6,Economy,13.53,1.02,1.2,Card,Completed,17,Friday,January,1,2024,No,Evening
T005032,D0267,C00678,2024-08-06 19:12:55,2024-08-06 19:35:43,L020,L024,Houston,6.98,22.8,Economy,16.31,0,1.5,Cash,Completed,19,Tuesday,August,8,2024,No,Evening
T005033,D0064,C00229,2024-10-28 18:10:16,2024-10-28 18:56:46,L022,L024,Houston,15.21,46.5,Premium,51.63,0,1.2,Card,Completed,18,Monday,October,10,2024,No,Evening
T005034,D0288,C00320,2023-12-22 16:12:57,2023-12-22 16:22:39,L018,L015,Chicago,5.0,9.7,Economy,8.5,1.34,1.0,Card,Completed,16,Friday,December,12,2023,No,Afternoon
T005035,D0250,C02444,2024-02-29 14:40:34,2024-02-29 15:00:46,L019,L017,Chicago,9.63,20.2,Premium,29.08,2.76,1.0,Card,Completed,14,Thursday,February,2,2024,No,Afternoon
T005036,D0076,C01352,2024-10-10 19:50:01,2024-10-10 20:19:55,L011,L008,Los Angeles,10.57,29.9,Economy,15.18,0,1.0,Wallet,Completed,19,Thursday,October,10,2024,No,Evening
T005037,D0416,C00431,2024-07-06 11:07:34,2024-07-06 11:28:34,L012,L010,Los Angeles,11.1,21.0,Premium,32.75,3.87,1.0,Corporate,Completed,11,Saturday,July,7,2024,Yes,Morning
T005038,D0431,C00305,2023-05-31 18:32:36,2023-05-31 19:34:30,L026,L029,Phoenix,21.14,61.9,SUV,55.54,13.7,1.2,Card,Completed,18,Wednesday,May,5,2023,No,Evening
T005039,D0490,C02092,2023-12-14 08:16:25,2023-12-14 09:24:01,L029,L030,Phoenix,22.8,67.6,XL,44.54,0,1.0,Corporate,Completed,8,Thursday,December,12,2023,No,Morning
T005040,D0032,C01619,2024-12-28 15:08:41,2024-12-28 15:27:47,L019,L018,Chicago,8.33,19.1,Economy,12.5,0,1.0,Cash,Completed,15,Saturday,December,12,2024,Yes,Afternoon
T005041,D0377,C02508,2023-10-31 16:30:12,2023-10-31 16:45:48,L028,L027,Phoenix,7.92,15.6,Premium,24.8,2.21,1.0,Wallet,Completed,16,Tuesday,October,10,2023,No,Afternoon
T005042,D0406,C01912,2024-12-11 11:12:37,2024-12-11 11:46:01,L020,L025,Houston,17.67,33.4,XL,35.31,0,1.0,Wallet,Completed,11,Wednesday,December,12,2024,No,Morning
T005043,D0324,C00782,2023-06-07 19:47:12,2023-06-07 19:53:30,L028,L030,Phoenix,1.97,6.3,Bike,2.18,0,1.0,Wallet,Completed,19,Wednesday,June,6,2023,No,Evening
T005044,D0344,C01533,2024-10-16 09:13:23,2024-10-16 09:52:35,L004,L001,New York,12.77,39.2,Economy,32.08,6.88,1.8,Card,Completed,9,Wednesday,October,10,2024,No,Morning
T005045,D0359,C00804,2023-08-15 11:52:24,2023-08-15 12:10:54,L024,L023,Houston,10.76,18.5,Economy,15.41,1.59,1.0,Wallet,Completed,11,Tuesday,August,8,2023,No,Morning
T005046,D0058,C00883,2023-10-10 09:51:50,2023-10-10 10:43:14,L017,L019,Chicago,17.55,51.4,XL,63.16,14.8,1.8,Card,Completed,9,Tuesday,October,10,2023,No,Morning
T005047,D0318,C00204,2024-11-28 07:17:43,2024-11-28 08:13:37,L009,L010,Los Angeles,19.02,55.9,Economy,45.58,2.71,1.8,Wallet,Completed,7,Thursday,November,11,2024,No,Morning
T005048,D0076,C00332,2023-05-02 17:28:59,2023-05-02 18:00:05,L013,L011,Los Angeles,10.78,31.1,Economy,15.44,0,1.0,Card,Completed,17,Tuesday,May,5,2023,No,Evening
T005049,D0283,C01566,2024-06-16 08:59:23,2024-06-16 09:22:05,L031,L027,Phoenix,6.82,22.7,Economy,10.68,0,1.0,Card,Completed,8,Sunday,June,6,2024,Yes,Morning
T005050,D0139,C00152,2024-09-27 23:26:57,2024-09-27 23:39:45,L007,L002,New York,6.35,12.8,Economy,10.12,1.34,1.0,Card,Completed,23,Friday,September,9,2024,No,Night
T005051,D0389,C00785,2024-08-14 18:47:20,2024-08-14 19:03:14,L009,L012,Los Angeles,6.52,15.9,Economy,15.49,0,1.5,Card,Completed,18,Wednesday,August,8,2024,No,Evening
T005052,D0441,C02445,2023-10-08 09:53:17,2023-10-08 10:14:29,L008,L013,Los Angeles,7.33,21.2,Economy,11.3,1.64,1.0,Card,Completed,9,Sunday,October,10,2023,Yes,Morning
T005053,D0493,C02533,2023-12-03 15:40:05,2023-12-03 16:06:47,L008,L013,Los Angeles,12.93,26.7,Premium,37.33,0,1.0,Cash,Completed,15,Sunday,December,12,2023,Yes,Afternoon
T005054,D0288,C00609,2023-03-25 20:54:42,2023-03-25 21:13:54,L016,L019,Chicago,10.17,19.2,Economy,14.7,3.46,1.0,Card,Completed,20,Saturday,March,3,2023,Yes,Evening
T005055,D0390,C01498,2024-05-18 22:08:04,2024-05-18 22:39:34,L027,L031,Phoenix,0,0,Premium,0,0,0,Cash,Cancelled,22,Saturday,May,5,2024,Yes,Night
T005056,D0157,C00091,2024-09-02 17:53:22,2024-09-02 18:25:58,L001,L003,New York,11.41,32.6,Economy,24.29,0,1.5,Cash,Completed,17,Monday,September,9,2024,No,Evening
T005057,D0108,C02717,2024-08-30 08:21:22,2024-08-30 08:39:40,L009,L011,Los Angeles,6.1,18.3,Bike,9.32,0,2.0,Cash,Completed,8,Friday,August,8,2024,No,Morning
T005058,D0461,C00970,2023-11-19 23:36:23,2023-11-20 00:04:05,L029,L026,Phoenix,14.39,27.7,Premium,40.98,0,1.0,Cash,Completed,23,Sunday,November,11,2023,Yes,Night
T005059,D0430,C02714,2023-12-25 08:32:46,2023-12-25 08:58:34,L006,L007,New York,9.01,25.8,Economy,19.97,0,1.5,Cash,Completed,8,Monday,December,12,2023,No,Morning
T005060,D0147,C02963,2024-09-01 11:51:06,2024-09-01 11:53:06,L024,L023,Houston,0.5,2,Bike,1.3,0,1.0,Card,Completed,11,Sunday,September,9,2024,Yes,Morning
T005061,D0425,C00019,2023-03-31 16:49:30,2023-03-31 17:08:06,L019,L014,Chicago,0,0,Economy,0,0,0,Card,Cancelled,16,Friday,March,3,2023,No,Afternoon
T005062,D0261,C02327,2023-11-20 17:15:46,2023-11-20 17:58:58,L005,L007,New York,0,0,Premium,0,0,0,Card,Cancelled,17,Monday,November,11,2023,No,Evening
T005063,D0159,C02165,2024-09-13 08:11:58,2024-09-13 08:18:40,L012,L013,Los Angeles,2.56,6.7,Bike,2.54,0.59,1.0,Card,Completed,8,Friday,September,9,2024,No,Morning
T005064,D0472,C00887,2023-09-18 22:35:48,2023-09-18 22:48:00,L007,L006,New York,6.69,12.2,Economy,10.53,1.24,1.0,Card,Completed,22,Monday,September,9,2023,No,Night
T005065,D0327,C01722,2024-01-07 17:45:36,2024-01-07 18:11:12,L023,L020,Houston,8.31,25.6,Economy,22.45,3.45,1.8,Wallet,Completed,17,Sunday,January,1,2024,Yes,Evening
T005066,D0027,C00022,2023-01-15 10:25:37,2023-01-15 11:04:43,L003,L001,New York,19.84,39.1,XL,39.21,8.76,1.0,Corporate,Completed,10,Sunday,January,1,2023,Yes,Morning
T005067,D0254,C01471,2023-05-04 18:47:57,2023-05-04 19:13:45,L020,L024,Houston,9.85,25.8,Economy,21.48,0,1.5,Card,Completed,18,Thursday,May,5,2023,No,Evening
T005068,D0025,C02308,2023-04-17 17:56:15,2023-04-17 18:14:51,L014,L015,Chicago,6.81,18.6,Economy,16.01,0,1.5,Corporate,Completed,17,Monday,April,4,2023,No,Evening
T005069,D0475,C01982,2023-08-03 00:07:38,2023-08-03 00:20:44,L010,L009,Los Angeles,5.47,13.1,Bike,4.28,0.61,1.0,Wallet,Completed,0,Thursday,August,8,2023,No,Night
T005070,D0380,C02926,2024-07-27 11:57:18,2024-07-27 12:20:24,L015,L017,Chicago,11.51,23.1,SUV,27.02,0,1.0,Cash,Completed,11,Saturday,July,7,2024,Yes,Morning
T005071,D0315,C00619,2023-05-09 07:42:20,2023-05-09 08:28:50,L024,L021,Houston,15.15,46.5,SUV,41.16,5.39,1.2,Wallet,Completed,7,Tuesday,May,5,2023,No,Morning
T005072,D0007,C01760,2024-05-31 12:58:43,2024-05-31 13:37:37,L020,L022,Houston,18.46,38.9,XL,36.73,0,1.0,Card,Completed,12,Friday,May,5,2024,No,Afternoon
T005073,D0326,C02453,2023-04-29 15:53:07,2023-04-29 16:38:31,L012,L013,Los Angeles,21.87,45.4,XL,42.87,0,1.0,Card,Completed,15,Saturday,April,4,2023,Yes,Afternoon
T005074,D0488,C01377,2024-08-03 15:16:36,2024-08-03 15:23:48,L010,L009,Los Angeles,3.15,7.2,Economy,6.28,0,1.0,Card,Completed,15,Saturday,August,8,2024,Yes,Afternoon
T005075,D0143,C00766,2024-07-07 21:47:16,2024-07-07 22:19:16,L026,L027,Phoenix,16.99,32.0,SUV,37.98,0,1.0,Card,Completed,21,Sunday,July,7,2024,Yes,Night
T005076,D0345,C02684,2024-08-26 08:47:11,2024-08-26 09:30:11,L018,L016,Chicago,14.3,43.0,Premium,73.35,0,1.8,Cash,Completed,8,Monday,August,8,2024,No,Morning
T005077,D0097,C00901,2023-08-13 10:51:48,2023-08-13 11:14:06,L028,L030,Phoenix,8.91,22.3,Economy,13.19,0,1.0,Card,Completed,10,Sunday,August,8,2023,Yes,Morning
T005078,D0033,C00290,2024-01-20 20:42:46,2024-01-20 20:56:52,L005,L007,New York,8.27,14.1,Bike,5.96,1.48,1.0,Card,Completed,20,Saturday,January,1,2024,Yes,Evening
T005079,D0419,C02737,2023-03-24 18:44:03,2023-03-24 19:20:57,L001,L003,New York,12.85,36.9,SUV,35.64,4.45,1.2,Card,Completed,18,Friday,March,3,2023,No,Evening
T005080,D0457,C02599,2023-02-05 07:31:27,2023-02-05 08:15:21,L009,L008,Los Angeles,14.9,43.9,Economy,40.76,0,2.0,Corporate,Completed,7,Sunday,February,2,2023,Yes,Morning
T005081,D0225,C00964,2023-05-13 18:28:02,2023-05-13 19:00:26,L024,L023,Houston,11.31,32.4,Economy,32.14,4.91,2.0,Corporate,Completed,18,Saturday,May,5,2023,Yes,Evening
T005082,D0439,C01687,2023-07-30 07:24:19,2023-07-30 07:46:37,L015,L019,Chicago,7.37,22.3,Economy,13.61,0,1.2,Card,Completed,7,Sunday,July,7,2023,Yes,Morning
T005083,D0183,C00902,2023-02-19 14:31:08,2023-02-19 14:49:44,L009,L011,Los Angeles,10.11,18.6,Economy,14.63,3.47,1.0,Card,Completed,14,Sunday,February,2,2023,Yes,Afternoon
T005084,D0257,C02256,2023-03-09 14:46:14,2023-03-09 14:49:50,L018,L014,Chicago,0.58,3.6,Bike,1.35,0.15,1.0,Card,Completed,14,Thursday,March,3,2023,No,Afternoon
T005085,D0218,C02075,2024-05-23 12:48:30,2024-05-23 13:06:48,L022,L020,Houston,8.52,18.3,Bike,6.11,0,1.0,Cash,Completed,12,Thursday,May,5,2024,No,Afternoon
T005086,D0217,C01593,2024-11-17 13:34:34,2024-11-17 13:38:28,L020,L021,Houston,1.55,3.9,Bike,1.93,0.13,1.0,Card,Completed,13,Sunday,November,11,2024,Yes,Afternoon
T005087,D0330,C01426,2024-02-21 19:44:51,2024-02-21 20:10:15,L022,L024,Houston,0,0,Economy,0,0,0,Cash,Cancelled,19,Wednesday,February,2,2024,No,Evening
T005088,D0160,C02784,2024-03-03 02:21:20,2024-03-03 02:56:26,L011,L009,Los Angeles,18.49,35.1,XL,36.78,0,1.0,Corporate,Completed,2,Sunday,March,3,2024,Yes,Night
T005089,D0469,C02501,2023-09-26 07:17:34,2023-09-26 07:34:22,L010,L012,Los Angeles,6.23,16.8,Economy,11.97,0,1.2,Card,Completed,7,Tuesday,September,9,2023,No,Morning
T005090,D0379,C00167,2023-07-14 08:16:58,2023-07-14 08:48:10,L004,L007,New York,11.36,31.2,SUV,26.72,0,1.0,Corporate,Completed,8,Friday,July,7,2023,No,Morning
T005091,D0151,C02361,2023-12-25 10:50:16,2023-12-25 11:00:40,L022,L025,Houston,5.77,10.4,Economy,9.42,0,1.0,Wallet,Completed,10,Monday,December,12,2023,No,Morning
T005092,D0494,C00460,2024-02-03 07:48:51,2024-02-03 08:16:57,L008,L013,Los Angeles,10.51,28.1,Economy,18.13,2.26,1.2,Card,Completed,7,Saturday,February,2,2024,Yes,Morning
T005093,D0332,C02399,2023-11-28 09:42:47,2023-11-28 10:17:11,L024,L025,Houston,12.28,34.4,Economy,17.24,0,1.0,Cash,Completed,9,Tuesday,November,11,2023,No,Morning
T005094,D0234,C01926,2024-06-01 17:51:35,2024-06-01 18:19:47,L013,L012,Los Angeles,9.12,28.2,Economy,16.13,3.3,1.2,Card,Completed,17,Saturday,June,6,2024,Yes,Evening
T005095,D0059,C01828,2024-03-19 08:11:52,2024-03-19 08:28:46,L031,L030,Phoenix,6.84,16.9,Economy,16.06,0,1.5,Cash,Completed,8,Tuesday,March,3,2024,No,Morning
T005096,D0446,C02919,2024-09-04 21:03:17,2024-09-04 21:30:41,L029,L030,Phoenix,14.9,27.4,SUV,33.8,0,1.0,Wallet,Completed,21,Wednesday,September,9,2024,No,Night
T005097,D0281,C00135,2023-10-05 12:51:16,2023-10-05 13:19:52,L025,L024,Houston,0,0,Economy,0,0,0,Card,Cancelled,12,Thursday,October,10,2023,No,Afternoon
T005098,D0091,C01261,2024-11-27 18:27:13,2024-11-27 19:15:37,L025,L023,Houston,15.81,48.4,XL,38.35,3.45,1.2,Card,Completed,18,Wednesday,November,11,2024,No,Evening
T005099,D0275,C01031,2023-08-14 11:03:53,2023-08-14 11:28:47,L016,L017,Chicago,11.51,24.9,Economy,16.31,0,1.0,Cash,Completed,11,Monday,August,8,2023,No,Morning
T005100,D0212,C01700,2023-04-16 08:53:48,2023-04-16 09:29:30,L019,L017,Chicago,11.53,35.7,Economy,16.34,0.86,1.0,Corporate,Completed,8,Sunday,April,4,2023,Yes,Morning
T005101,D0128,C02937,2023-09-25 18:04:47,2023-09-25 18:07:35,L015,L018,Chicago,0.5,2.8,Bike,2.34,0,1.8,Cash,Completed,18,Monday,September,9,2023,No,Evening
T005102,D0054,C00548,2024-03-20 09:57:05,2024-03-20 10:39:29,L012,L009,Los Angeles,13.67,42.4,SUV,37.61,3.87,1.2,Card,Completed,9,Wednesday,March,3,2024,No,Morning
T005103,D0135,C00409,2024-07-26 14:57:10,2024-07-26 15:09:04,L031,L027,Phoenix,5.91,11.9,Economy,9.59,0,1.0,Cash,Completed,14,Friday,July,7,2024,No,Afternoon
T005104,D0333,C01157,2023-08-02 23:22:47,2023-08-03 00:02:59,L022,L021,Houston,20.54,40.2,XL,40.47,0,1.0,Card,Completed,23,Wednesday,August,8,2023,No,Night
T005105,D0341,C00603,2023-06-07 16:09:13,2023-06-07 16:14:01,L009,L012,Los Angeles,1.63,4.8,Bike,1.98,0.44,1.0,Card,Completed,16,Wednesday,June,6,2023,No,Afternoon
T005106,D0373,C02049,2024-09-04 08:30:03,2024-09-04 09:07:39,L024,L022,Houston,10.9,37.6,Premium,38.7,0,1.2,Cash,Completed,8,Wednesday,September,9,2024,No,Morning
T005107,D0337,C01006,2024-08-01 12:40:58,2024-08-01 12:58:28,L012,L010,Los Angeles,0,0,Bike,0,0,0,Card,Cancelled,12,Thursday,August,8,2024,No,Afternoon
T005108,D0495,C02594,2024-04-03 20:31:26,2024-04-03 20:43:02,L028,L031,Phoenix,5.36,11.6,Economy,8.93,0,1.0,Card,Completed,20,Wednesday,April,4,2024,No,Evening
T005109,D0283,C00781,2023-09-06 17:37:50,2023-09-06 18:05:14,L028,L027,Phoenix,8.88,27.4,Economy,26.31,6.2,2.0,Wallet,Completed,17,Wednesday,September,9,2023,No,Evening
T005110,D0064,C01092,2023-06-08 08:25:28,2023-06-08 09:14:58,L021,L023,Houston,16.79,49.5,Premium,46.97,7.42,1.0,Card,Completed,8,Thursday,June,6,2023,No,Morning
T005111,D0376,C02803,2023-03-10 17:17:57,2023-03-10 17:59:09,L004,L001,New York,13.96,41.2,SUV,31.92,0,1.0,Card,Completed,17,Friday,March,3,2023,No,Evening
T005112,D0199,C02577,2024-03-03 23:38:47,2024-03-03 23:58:53,L011,L010,Los Angeles,10.47,20.1,Premium,31.18,0,1.0,Wallet,Completed,23,Sunday,March,3,2024,Yes,Night
T005113,D0461,C02939,2023-05-09 16:36:21,2023-05-09 17:02:51,L028,L031,Phoenix,15.95,26.5,Premium,44.88,0,1.0,Card,Completed,16,Tuesday,May,5,2023,No,Afternoon
T005114,D0233,C02504,2024-05-14 15:52:06,2024-05-14 15:55:36,L014,L016,Chicago,1.34,3.5,Bike,1.8,0,1.0,Cash,Completed,15,Tuesday,May,5,2024,No,Afternoon
